,Date,Type,Country,Area,Activity,Sex,Age,Injury,Fatal,Species
4705,1942-09-01,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Unidentified,Adrift on life raft,M,0,"FATAL, 2 of the 9 airmen killed by sharks",Y,Tiger shark & others
4706,1942-08-01,Sea Disaster,SOLOMON ISLANDS,Unidentified,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,0,Lacerations to left arm,N,Unidentified
4707,1942-07-01,Sea Disaster,ATLANTIC OCEAN,Unidentified,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,M,32,FATAL Arm bitten,Y,Unidentified
4708,1942-07-01,Provoked,ITALY,Liguria,Sculling,M,20,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",N,Porbeagle shark
4709,1942-06-01,Sea Disaster,BAY OF BENGAL,Unidentified,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,M,0,FATAL,Y,Unidentified
4710,1942-06-01,Invalid,BRAZIL,Unidentified,boat capsized during filming,M,0,"Remains  recovered from 440-lb shark, but cause of death was probably drowning",Unidentified,Shark involvement prior to death unconfirmed
4711,1942-06-01,Unprovoked,USA,Midway Atoll,"Plane crashed in water, men in life raft",M,0,Survived,N,Unidentified
4712,1942-06-01,Unprovoked,Unidentified,300 miles east of St. Thomas (Virgin Islands),On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,M,0,Forearm lacerated,N,Unidentified
4713,1942-05-01,Unprovoked,AUSTRALIA,Queensland,Diving from lugger,M,0,"Hands, arms & knee lacerated",N,Unidentified
4714,1942-04-01,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,Unidentified,0,Sharks were numerous & took corpses but made no attempts to harm the survivors.,Unidentified,Invalid
4715,1942-03-01,Sea Disaster,CUBA,Guantanamo Province,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,0,"Of her crew of 50, eight perished, including the two injured men",Y,Unidentified
4716,1942-03-01,Invalid,AUSTRALIA,New South Wales,Unidentified,M,18,"Cause of death was drowning, shark bites were post mortem",Unidentified,Invalid
4717,1942-01-01,Boating,AUSTRALIA,New South Wales,Unidentified,Unidentified,0,Paddle of surf ski bitten by shark,N,Unidentified
4718,1942-01-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,28,"FATAL, bitten in two  ",Y,"Bull shark, 4 m [13'] "
4719,1942-01-01,Provoked,AUSTRALIA,New South Wales,Surf-skiing,M,0,Attempted to frighten shark by smacking water with paddle. Shark bit paddle.  No injury to surf-skier PROVOKED INCIDENT,N,3 m [10'] shark
4720,1900-01-01,Sea Disaster,INDONESIA,East Java,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,M,0,"General Imamura, Commander in Chief of Japanese forces in Java was sentenced to 10 years imprisonment by Australian Military Court for his role in the ""Pig Basket Atrocities""",Y,Unidentified
4721,1900-01-01,Boating,AUSTRALIA,Tasmania,Fishing for perch,M,0,"No injury to occupants, rudder damaged by shark",N,Unidentified
4722,1900-01-01,Unprovoked,PHILIPPINES,Camiguin Island,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",M,0,FATAL,Y,Unidentified
4723,1900-01-01,Boating,SOUTH AFRICA,Western Cape Province,Unidentified,Unidentified,0,"No injury to occupants, boat rammed by shark",N,Unidentified
4724,1900-01-01,Boating,SOUTH AFRICA,Western Cape Province,Unidentified,Unidentified,0,No injury,N,Said to involve a 6.5 m [21.5'] shark
4725,1900-01-01,Unprovoked,BAHAMAS,Cay Sal Bank,Swimming along side N.E.L. vessel Saluda,M,48,"Minor injury, ankle scratched by shark's teeth",N,1.2 m to 1.5 m [4' to 5'] shark
4726,1900-01-01,Sea Disaster,Unidentified,Unidentified,Jumped overboard from torpedoed Panamanian freighter,M,0,FATAL,Y,Unidentified
4727,1900-01-01,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",M,0,"Fingers badly lacerated, wounds became septic",N,Unidentified
4728,1900-01-01,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Unidentified,Ditched plane in the sea & were adrift on a rubber life raft. ,M,0,"No injury to occupants, They fought off sharks & killed one with an automatic. Rescued 34 days later",N,"Said to be �leopard sharks�, more probably tiger sharks"
4729,1900-01-01,Boating,Unidentified,Unidentified,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",M,0,"No injury to occupants. Sharks continually followed the dinghy, and one smashed its rudder ",N,Unidentified
4730,1900-01-01,Unprovoked,PANAMA,Panama City,Swimming,M,0,"FATAL, body not recovered",Y,Unidentified
4731,1941-12-01,Sea Disaster,SOUTH ATLANTIC OCEAN,Unidentified,Torpedoed & burning British  light cruiser with a crew of 450 men,Unidentified,0,"Only 170 survived, many of the crew were said to have been taken by sharks",Y,"Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks"
4732,1941-12-01,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,10,Right ankle bitten,N,Unidentified
4733,1941-11-01,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,23,Right hand severed,N,Tiger shark
4734,1941-11-01,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,0,Lacerations to chest,N,Tiger shark
4735,1941-11-01,Sea Disaster,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",British cruiser Dunedin torpedoed & sunk by the U-124,Unidentified,0,"418 perished, only 67 survived, some of the men were taken by sharks",Y,Unidentified
4736,1941-11-01,Sea Disaster,AUSTRALIA,Western Australia,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,0,Leg bitten,N,Unidentified
4737,1941-09-01,Unprovoked,CARIBBEAN SEA,Unidentified,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,0,Leg lacerated FATAL,Y,Unidentified
4738,1941-08-01,Provoked,USA,New York,Fishing,Unidentified,0,Laceration to left forearm from hooked shark PROVOKED INCIDENT,N,Unidentified
4739,1941-08-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,0,Shark involvement prior to death unconfirmed,Unidentified,Shark involvement prior to death unconfirmed
4740,1941-08-01,Unprovoked,USA,South Carolina,Swimming at edge of channel,M,20,Chest lacerated,N,Unidentified
4741,1941-07-01,Boating,USA,New Jersey,Fishing for tuna,Unidentified,0,"No injury to occupants, shark leapt into boat & bit cabin door",N,Mako shark
4742,1941-07-01,Provoked,USA,Hawaii,Fishing,M,0,Arm bitten while removing shark from fishing line PROVOKED INCIDENT,N,100-lb shark
4743,1941-06-01,Provoked,USA,New York,Fishing from 32' boat,M,43,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,N,2.1 m [7'] shark
4744,1941-06-01,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,0,"1 man survived & was rescued, sharks took the corpses of the two men that perished",Y,Unidentified
4745,1941-03-01,Sea Disaster,SOUTH ATLANTIC OCEAN,Unidentified,The troopship Britannia was sunk by the German raider Thor,M,0,Dr. A.R. Hernandez of ship Cabo Hornos treated passenger whose leg was severed by a shark,N,Unidentified
4746,1941-03-01,Provoked,USA,California,Fishing,M,53,Right hand bitten by boated shark PROVOKED INCIDENT,N,Mako shark (aka bonito shark) 1.2 m [4'] 
4747,1941-02-01,Provoked,AUSTRALIA,New South Wales,Fishing,M,34,Hand lacerated by hooked shark PROVOKED INCIDENT,N,Unidentified
4748,1941-02-01,Provoked,JAMAICA,Trelawney Province,Seine netting,M,0,"Left knee, calf & heel bitten by shark trapped in the net PROVOKED INCIDENT",N,Unidentified
4749,1941-01-01,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Rescuing seaman after ship sunk by German raider,M,19,Clothing torn by sharks,N,Unidentified
4750,1941-01-01,Sea Disaster,ATLANTIC OCEAN,Unidentified,Adrift on raft after their ship was sunk by an Axis raider ,M,0,FATAL,Y,Unidentified
4751,1900-01-01,Unprovoked,SOLOMON ISLANDS,New Georgia,Floating,M,0,Buttock bitten,N,Unidentified
4752,1900-01-01,Unprovoked,IRAN,Khuzestan Province,Standing,M,0,FATAL,Y,Unidentified
4753,1900-01-01,Unprovoked,IRAN,Khuzestan Province,Unidentified,M,0,FATAL,Y,Unidentified
4754,1900-01-01,Unprovoked,IRAN,Khuzestan Province,Unidentified,M,0,"Survived, but suffered a �forequarter amputation�",N,Unidentified
4755,1900-01-01,Unprovoked,IRAN,Khuzestan Province,Slipped off rocks and fell into the water,M,6,"FATAL, both arms bitten ",Y,Unidentified
4756,1900-01-01,Unprovoked,IRAN,Khuzestan Province,Standing,M,0,FATAL,Y,Unidentified
4757,1900-01-01,Unprovoked,PAPUA NEW GUINEA,Unidentified,Unidentified,M,14,"Foot severely bitten, surgically amputated",N,Unidentified
4758,1940-12-01,Unprovoked,AUSTRALIA,New South Wales,Standing on sandbank,M,23,"FATAL, injuries to lower back ",Y,Unidentified
4759,1940-12-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,17,"FATAL, multiple injuries to legs & buttocks ",Y,Unidentified
4760,1940-12-01,Unprovoked,AUSTRALIA,Queensland,Fishing,M,0,Minor injury to leg,N,Unidentified
4761,1940-12-01,Provoked,AUSTRALIA,Northern Territory,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,0,Leg severely lacerated PROVOKED INCIDENT,N,Unidentified
4762,1940-09-01,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Bathing,M,18,FATAL,Y,5.5 m [18'] shark
4763,1940-07-01,Unprovoked,USA,South Carolina,Standing,M,0,Ankle bitten,N,Unidentified
4764,1940-07-01,Unprovoked,USA,South Carolina,Standing ,M,0,Struck by shark immediately before it bit Tanner (see below),N,Unidentified
4765,1940-06-01,Unprovoked,USA,North Carolina,Fishing,M,0,Thigh lacerated,N,3 m [10'] shark
4766,1940-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,25,"FATAL, right thigh & calf bitten ",Y,"White shark, species identity confirmed by tooth pattern"
4767,1940-03-01,Unprovoked,AUSTRALIA,New South Wales,Free diving for lobster,M,0,Minor injuries to foot,N,Wobbegong shark
4768,1940-02-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,17,"FATAL, left thigh & knee bitten ",Y,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern"
4769,1940-02-01,Boating,AUSTRALIA,New South Wales,Canoeing,Unidentified,0,"No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",N,Unidentified
4770,1940-02-01,Unprovoked,AUSTRALIA,New South Wales,Wading,M,55,"FATAL, injuries to both arms  ",Y,Unidentified
4771,1940-01-01,Unprovoked,AUSTRALIA,Queensland,Dived into the water,M,17,Shoulder nipped,N,"""a small shark"""
4772,1940-01-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,13,"FATAL, left leg severed  ",Y,3 m [10'] shark
4773,1940-01-01,Unprovoked,AUSTRALIA,Queensland,Swimming,M,22,Chest lacerated,N,Unidentified
4774,1940-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,18,"FATAL, leg & thigh bitten  ",Y,2.4 m [8'] shark
4775,1940-01-01,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,M,0,Thigh  lacerated,N,Unidentified
4776,1900-01-01,Boating,SLOVENIA,Adriatic Sea,Boating,Unidentified,0,"No inury to occupants, shark struck boat",N, White shark
4777,1900-01-01,Unprovoked,NEW GUINEA,Bwagaoia,Unidentified,F,0,FATAL,Y,Unidentified
4778,1900-01-01,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,male,Unidentified,0,Hand bitten,N,Unidentified
4779,1900-01-01,Invalid,SOUTH AFRICA,Eastern Cape Province,Swimming,Unidentified,0,No details,Unidentified,Questionable incident
4780,1900-01-01,Invalid,SOUTH AFRICA,KwaZulu-Natal,Unidentified,F,0,FATAL,Unidentified,Questionable incident
4781,1900-01-01,Invalid,SOUTH AFRICA,Eastern Cape Province,Standing in water with child in her arms,F,0,Leg bitten,Unidentified,Questionable incident
4782,1939-12-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,40,Abrasion above knee ,Unidentified,"Questionable incident, said to involve a 6' shark"
4783,1939-12-01,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,20,"FATAL, left foot & right leg bitten, later surgically amputated  ",Y,2.6 m [8.5'] shark landed 2 hours later
4784,1939-11-01,Boating,AUSTRALIA,New South Wales,Unidentified,Unidentified,0,No injury,N,"Blue pointer, 16'"
4785,1939-11-01,Provoked,AUSTRALIA,New South Wales,Unidentified,Unidentified,0,Boat bitten by gaffed shark PROVOKED INCIDENT,N,whaler shark
4786,1939-11-01,Boating,AUSTRALIA,New South Wales,Unidentified,Unidentified,0,No details,Unidentified,Unidentified
4787,1939-11-01,Boating,AUSTRALIA,New South Wales,Unidentified,Unidentified,0,No details,Unidentified,Unidentified
4788,1939-11-01,Unprovoked,SAMOA,Unidentified,Fishing,M,0,FATAL,Y,Unidentified
4789,1939-10-01,Unprovoked,AUSTRALIA,Queensland,"Free diving for trochus shell, swimming to dinghy",M,27,"Both thighs were lacerated, recovered at Thursday Island hospital",N,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds"
4790,1939-10-01,Unprovoked,USA,Hawaii,Spearfishing & had just speared a ulua,M,0,Hand bitten,N,1.5 m [5'] shark
4791,1939-09-01,Unprovoked,AUSTRALIA,Torres Strait ,Pearl diving,M,0,"Leg severely bitten, surgically amputated",N,Tiger shark
4792,1939-08-01,Provoked,USA,California,Fishing,M,33,Harpooned shark bit his arm PROVOKED INCIDENT,N,Unidentified
4793,1939-07-01,Sea Disaster,PACIFIC OCEAN,Unidentified,Japanese freighter Bokuyo Maru burned & sank,Unidentified,3,Thought to have been taken by a shark,Y,Unidentified
4794,1939-07-01,Provoked,BAHAMAS,Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,Minor injury to shoulder & back PROVOKED INCIDENT,N,"Nurse shark, 2.1 m [7']"
4795,1939-07-01,Provoked,USA,Texas,Seine netting,M,0,Leg bitten by snared shark PROVOKED INCIDENT,N,18' shark
4796,1939-05-01,Unprovoked,USA,Virginia,Washed off freighter Huncliff by a freak wave,M,0,"FATAL, attacked by shark, body not recovered ",Y,Unidentified
4797,1939-04-01,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Dived for a coin,M,9,FATAL,Y,Unidentified
4798,1939-03-01,Unprovoked,PAPUA NEW GUINEA,Central Province,Dived for a coin,M,0,"FATAL, leg severed just below hip ",Y,"""a large shark"""
4799,1939-02-01,Unprovoked,INDIA,Tamil Nadu,Bathing/Swimming,M,0,FATAL,Y,Unidentified
4800,1939-02-01,Provoked,NEW ZEALAND,North Island,Fishing,M,0,Lacerations to left hand from hooked shark PROVOKED INCIDENT,N,7' shark
4801,1939-01-01,Unprovoked,AUSTRALIA,New South Wales,Scooping prawns,M,0,No injury,N,7' shark
4802,1900-01-01,Sea Disaster,SRI LANKA,Unidentified,She was on a ship that was torpedoes & was in the water awaiting rescue,F,0,Leg severely bitten,N,Unidentified
4803,1900-01-01,Boating,BAHAMAS,Andros Islands,Fishing,Unidentified,0,"No injury to occupant, shark rammed bow of boat",N,Tiger shark
4804,1900-01-01,Unprovoked,VENEZUELA,Carabobo,Bathing,M,0,FATAL.,Y,Unidentified
4805,1900-01-01,Unprovoked,CURACAO,Ascension Bay,Diving,M,0,"No injury, left hip bumped by shark",N,Tiger shark
4806,1900-01-01,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming to anchored boat,M,0,"Fatal, lower abdomen bitten",Y,Unidentified
4807,1938-12-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,19,"FATAL, thought to have been taken by a shark ",Y,Unidentified
4808,1938-10-01,Provoked,AUSTRALIA,Queensland,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,"Tiger shark, 6'"
4809,1938-08-01,Unprovoked,CHINA,North China,Swimming alongside warship   Tsingt-ao,M,0,"FATAL, leg severed  ",Y,Unidentified
4810,1938-08-01,Provoked,USA,California,Fishing,M,0,Lacerations to hand by hooked shark PROVOKED INCIDENT,N,Unidentified
4811,1938-07-01,Unprovoked,USA,South Carolina,Swimming,M,0,Foot & ankle lacerated,N,Unidentified
4812,1938-07-01,Provoked,TURKEY,Unidentified,Fishing,M,0,Injured by harpooned shark PROVOKED INCIDENT,N,Unidentified
4813,1938-07-01,Provoked,USA,California,"Fishing, removing gaff from shark's mouth",M,27,Leg bitten by gaffed shark PROVOKED INCIDENT,N,Unidentified
4814,1938-07-01,Unprovoked,AUSTRALIA,Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,"FATAL, dragged out of diving helmet  ",Y,Unidentified
4815,1938-06-01,Unprovoked,NICARAGUA,Lower San Juan River,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",Unidentified,0,"FATAL x 2, all other passengers & crew reached shore after a long swim",Y,Thought to involve bull sharks
4816,1938-06-01,Unprovoked,AUSTRALIA,New South Wales,Hardhat diving,M,0,"No injury, the shark knocked him off his feet",N,6' shark
4817,1938-05-01,Unprovoked,COSTA RICA,Nicoya Peninsula,Fishing,M,0,"FATAL, pulled overboard by tuna, & bitten by shark ",Y,Unidentified
4818,1938-05-01,Unprovoked,IRAQ,Basrah City,"Swimming, naked",M,0,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",N,Bull shark
4819,1938-05-01,Unprovoked,INDIA,West Bengal,Bathing,Unidentified,0,"2 survived,       1 FATAL",Y,Unidentified
4820,1938-03-01,Unprovoked,FIJI,Viti Levu,Wading,M,0,unknown,N,Unidentified
4821,1938-03-01,Unprovoked,AUSTRALIA,Northern Territory,Canoe capsized by shark,M,0,"Leg severed, but survived",N,Unidentified
4822,1938-01-01,Provoked,AUSTRALIA,New South Wales,Fishing,M,0,Thumb bitten by landed shark PROVOKED INCIDENT,N," Tiger shark, 3'"
4823,1938-01-01,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,Leg bitten PROVOKED INCIDENT,N,Unidentified
4824,1938-01-01,Invalid,AUSTRALIA,New South Wales,Diving off jetty,M,24,Superficial lacerations on feet & toes,Unidentified,Questionable incident
4825,1938-01-01,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,0,"No injury, ski bumped & he was thrown in the water. Ski had indentations",N,Unidentified
4826,1900-01-01,Unprovoked,EGYPT,Unidentified,Sponge diving,M,0,FATAL,Y,Unidentified
4827,1900-01-01,Unprovoked,TRINIDAD & TOBAGO,Trinidad,Body surfing,M,50,Left hand and arm bitten,N,"""grey-colored shark"""
4828,1900-01-01,Provoked,USA,North Carolina,Fishing,M,0,"No injury, boat towed by harpooned shark, PROVOKED INCIDENT",N,Unidentified
4829,1900-01-01,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,17,Leg severed above knee,N,Unidentified
4830,1900-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,0,"""Mauled""",N,Unidentified
4831,1937-11-01,Sea Disaster,USA,North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,0,FATAL ,Y,Unidentified
