original order,Date,Type,Country,Area,Location,Activity,Age,Fatal (Y/N)
1370,27-Aug-1934,Boating,ITALY,Sicily,Catania,Fishing on a boat,,N
1369,26-Aug-1934,Invalid,ITALY / CROATIA,,Kralievica,Swimming,,
1368,26-Aug-1934,Unprovoked,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Dived into sea from launch & bitten immediately,,Y
1367,21-Aug-1934,Unprovoked,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,18,Y
1366,05-Aug-1934,Unprovoked,USA,Georgia,"Thunderbolt, Chatham County",Swimming,11,N
1365,11-Jul-1934,Boating,AUSTRALIA,New South Wales,Cronulla,Fishing,,N
1364,21-Jun-1934,Provoked,AUSTRALIA,New South Wales,Off Mooloolabah,Fishing,,N
1363,20-Jun-1934,Unprovoked,USA,Florida,"Melbourne, Brevard County",Standing,8,Y
1362,15-Apr-1934,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Body surfing,34,N
1361,01-Apr-1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Grannys Pool, Winkelspruit",Swimming,,Y
1360,01-Apr-1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",Swimming ,12,N
1359,01-Apr-1934,Unprovoked,AUSTRALIA,New South Wales,North Steyne,Swimming in waist-deep water ,15,Y
1358,12-Mar-1934,Unprovoked,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",Swimming in hip-deep water,17,Y
1357,Mar-1934,Provoked,AUSTRALIA,New South Wales,Cronulla,Fishing ,,N
1356,24-Feb-1934,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,Splashing in water ,,N
1355,22-Feb-1934,Unprovoked,CHILE,Elqui Province,Coquimbo,Fell into the water,,Y
1354,08-Feb-1934,Boating,TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",Fishing,,N
1353,27-Jan-1934,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, Georges River, East Hills (20 miles from river mouth)",Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,15,N
1352,07-Jan-1934,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,Swimming on sandbar adjacent to channel,22,N
1351,20-Nov-1933,Unprovoked,AUSTRALIA,Torres Strait,Near Boydong Cay,Free diving for trochus ,,Y
1350,18-Nov-1933,Unprovoked,AUSTRALIA,Queensland,Near Barrow Point,Pearl diving,17,N
1349,25-Oct-1933,Unprovoked,AUSTRALIA,Queensland,Off Bloomfield River,Diving,,N
1348,27-Sep-1933,Boating,ISRAEL,,Nabi Rubin,Fishing,,N
1347,28-Aug-1933,Provoked,USA,California,"Hermosa Beach, Los Angeles County","Fishing, caught a 15' shark & took it onboard",,N
1346,28-Aug-1933,Unprovoked,USA,South Carolina,"Pawleys Island, north of Charleston",Bathing,,N
1345,26-Aug-1933,Unprovoked,USA,Connecticut,Mystic River,Swimming,,N
1344,07-Jul-1933,Unprovoked,USA,California,"San Diego, San Diego County",,50,N
1343,03-Jul-1933,Unprovoked,AUSTRALIA,Western Australia,Broome,Pearl diving,,N
1342,21-Jun-1933,Unprovoked,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Sitting in 3' of water,15,N
1341,16-Jun-1933,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,,N
1340,13-Jun-1933,Invalid,AUSTRALIA,Northern Territory,Darwin,Fishing,,
1339,24-May-1933,Sea Disaster,BARBADOS,St Michael Parish,Off Pelican Island,Yacht of Michael Howell capsized,,Y
1338,23-May-1933,Provoked,AUSTRALIA,Queensland,Off Stradbroke Island,Fishing,,N
1337,08-Jun-1933,Unprovoked,AUSTRALIA,Queensland,Currumbin,Treading water,,N
1336,03-May-1933,Sea Disaster,CUBA,Havana Province,"Off Jaimanitas Yacht Club, Havana",Swimming to shore from capsized sailboat,,Y
1335,10-Apr-1933,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,24,Y
1334,26-Feb-1933,Unprovoked,AUSTRALIA,New South Wales,Sydney,Standing on his hands,,N
1333,15-Feb-1933,Unprovoked,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Diving for trochus  from dinghy when seized by shark 6' below the surface,,N
1332,14-Feb-1933,Boating,AUSTRALIA,South Australia,Adelaide,,,N
1331,12-Feb-1933,Provoked,AUSTRALIA,South Australia,"Port River, Adelaide",Fishing,,N
1330,04-Jan-1933,Unprovoked,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,38,Y
1329,11-Dec-1932,Unprovoked,AUSTRALIA,Northern Territory,Arnhem Land,,,N
1328,09-Dec-1932,Provoked,NEW ZEALAND,North Island,Mahurangi River Mouth,Fishing ,,N
1327,08-Nov-1932,Sea Disaster,CUBA,,,Hurricane & Tidal Wave,,UNKNOWN
1326,31-Oct-1932,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Swimming,24,N
1325,11-Oct-1932,Unprovoked,CAPE VERDE,Barlavento Islands,São Vicente ,Swimming,27,Y
1324,26-Sep-1932,Unprovoked,FIJI,Viti Levu Island,Navua,Catching a turtle,,N
1323,30-Aug-1932,Provoked,AUSTRALIA,New South Wales,Bondi,,,N
1322,30-Aug-1932,Provoked,AUSTRALIA,New South Wales,Newcastle,,,N
1321,10-Aug-1932,Provoked,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,,N
1320,09-Aug-1932,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,,N
1319,06-Aug-1932,Provoked,BAHAMAS,New Providence District,"Nassau, New Providence Island",On expedition filming a feature movie & standing on tripod,18,N
1318,14-Jul-1932,Invalid,USA,Texas,Galveston,,17,
1317,02-Jul-1932,Boating,CANADA,Bay of Fundy,16 km west of Digby Gut,"Fishing, hauling in fishing gear",,N
1316,28-Jun-1932,Provoked,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,32,N
1315,26-Jun-1932,Provoked,USA,New Jersey,"Off Ocean City, Cape May County",Fishing,,N
1314,20-Jun-1932,Unprovoked,FIJI,Yasawa Islands,Nabukeru ,Free diving with goggles,,Y
1313,12-May-1932,Unprovoked,AUSTRALIA,Torres Strait,Near Warrior Reefs,Pearl diving,,Y
1312,1932,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,,N
1311,16-Apr-1932,Unprovoked,PHILIPPINES,Manila,Fort Mills,Standing,,Y
1310,16-Apr-1932,Unprovoked,PHILIPPINES,Manila,Fort Mills,Standing,,Y
1309,16-Feb-1932,Unprovoked,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,,N
1308,13-Feb-1932,Unprovoked,AUSTRALIA,Queensland,Calliope River,Fishing with dynamite,,N
1307,08-Feb-1932,Unprovoked,PHILIPPINES,Manila,Fort Mills,Working near fish traps,,Y
1306,27-Jan-1932,Unprovoked,AUSTRALIA,Queensland,Ipswich,Swimming,,N
1305,11-Jan-1932,Boating,AUSTRALIA,Victoria,Frankston,Fishing,,UNKNOWN
1304,06-Jan-1932,Provoked,MEXICO,Baja California,Descano Point,Fishing,36 & 23,Y
1303,1932,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Collecting fish by lamplight in gully,23,N
1302,26-Nov-1931,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving for trochus from lugger,45,N
1301,27-Sep-1931,Unprovoked,JAMAICA,,"East Beach, Kingsston",Diving off wharf,Teen,Y
1300,21-Sep-1931,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,,N
1299,21-Sep-1931,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming ,20,N
1298,02-Sep-1931,Invalid,USA,Hawaii,"Kahala, O'ahu",Fishing,,
1297,31-Aug-1931,Unprovoked,CUBA,Havana Province,"Vedado Baths, Miramar, Havana",Swimming,18,Y
1296,30-Aug-1931,Invalid,USA,Hawaii,,,,
1295,27-Aug-1931,Boating,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",Fishing for bluefish,,N
1294,25-Aug-1931,Unprovoked,CUBA,Havana Province,"Miramar subdivision, Havana",Swimming a quarter mile offshore,23,Y
1293,23-Aug-1931,Unprovoked,CUBA,Havana Province,"Miramar, Havana",Swimming ,,Y
1292,18-Aug-1931,Unprovoked,USA,Texas,Off Brownsville,Swimming,,N
1291,06-Aug-1931,Unprovoked,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,,N
1290,01-Aug-1931,Unprovoked,AUSTRALIA,Queensland,Port Douglas,Fell overboard?,,Y
1289,28-Jul-1931,Unprovoked,FIJI,Viti Levu Island,Tamavua River,Swimming,,N
1288,15-Jul-1931,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,,N
1287,14-Jun-1931,Unprovoked,USA,Hawaii,"Pearl Harbor, O'ahu","Fishing, had just speared a ulua",,N
1286,13-Jun-1931,Provoked,USA,Hawaii,"Pearl Harbor, O'ahu",Gaffing & attempting to bring onboard a harpooned shark,,N
1285,04-Jun-1931,Unprovoked,USA,Florida,"Key West, Monroe County ",Crabbing,,N
1284,02-May-1931,Boating,AUSTRALIA,New South Wales,Kempsey,,,N
1283,27-Apr-1931,Unprovoked,,French Southern Territories,Île Saint-Paul,"Fishing, boat capsized",,Y
1282,22-Mar-1931,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing with a cast net,19,Y
1281,16-Mar-1931,Boating,TURKEY,,"Bakurköy, Istanbul",Fishing,,N
1280,06-Mar-1931,Provoked,AUSTRALIA,South Australia,Encounter Bay,"Fishing, hauling in net, shark in net",,N
1279,10-Feb-1931,Invalid,AUSTRALIA,New South Wales,Maroubra Beach,Swimming ,39,
1278,24-Jan-1931,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,,,N
1277,14-Jan-1931,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,,N
1276,07-Jan-1931,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,18,N
1275,1931,Unprovoked,TONGA,Niua ,Niuafo'ou Island ,"Swimming, carrying tin can with mail to steamer",,Y
1274,1931,Unprovoked,PAPUA NEW GUINEA,,,,,UNKNOWN
1273,25-Dec-1930,Unprovoked,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,49,N
1272,13-Dec-1930,Unprovoked,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell overboard,,Y
1271,02-Dec-1930,Boating,AUSTRALIA,Victoria,Rosebud,Fishing,,N
1270,Dec-1930,Unprovoked,AUSTRALIA,New South Wales,Parramata River,,,Y
1269,30-Nov-1930,Unprovoked,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Thrown into water from fishing dinghy,,N
1268,26-Sep-1930,Unprovoked,HONDURAS,Black River,,Swimming,,Y
1267,1930,Boating,AZORES,,,,,N
1266,31-Aug-1930,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Fishing,17,N
1265,16-Aug-1930,Unprovoked,SPAIN,Canary Islands,"El Escabonal, Tenerife ",Swimming,38,N
1264,06-Aug-1930,Unprovoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Swimming,,N
1263,19-Jul-1930,Unprovoked,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,29,N
1262,11-Jul-1930,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,21,N
1261,04-Jun-1930,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,,,Y
1260,27-May-1930,Unprovoked,USA,Texas,High Island,Swimming / floating,,N
1259,11-May-1930,Boating,TURKEY,,Ye?ilköy,Fishing,,N
1258,11-May-1930,Invalid,COSTA RICA,Limón Province,Off Porto Limon,Air disaster,,
1257,08-Apr-1930,Invalid,SOUTH AFRICA,Eastern Cape Province,Bashee River,,17,
1256,07-Mar-1930,Unprovoked,USA,Florida,70 miles off Tarpon Springs,Sponge diving,,N
1255,20-Feb-1930,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,19,N
1254,15-Feb-1930,Unprovoked,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",Diving off pier & treading water,18,Y
1253,03-Feb-1930,Provoked,AUSTRALIA,Western Australia,Onslow,Removing shark from a trap,,N
1252,22-Jan-1930,Boating,MEXICO,Veracruz,Panuco River Mouth,Fishing schooner Jose Luis foundered,,Y
1251,16-Jan-1930,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,23,N
1250,Jan-1930,Sea Disaster,MAURITIUS,,Two miles from shore in Tamarind Bay,Swimming to shore after a squall  capsized their motorized shark fishing boat,,Y
1249,1930,Unprovoked,OKINAWA,,,,17,N
1248,1930,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,,Y
1247,26-Dec-1929,Unprovoked,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving by wharf,16,Y
1246,21-Dec-1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,,N
1245,16-Dec-1929,Unprovoked,AUSTRALIA,New South Wales,Collaroy,Bathing or body surfing ,17,N
1244,13-Dec-1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,,N
1243,09-Dec-1929,Unprovoked,,,,,20,Y
1242,03-Dec-1929,Unprovoked,AUSTRALIA,Queensland,Townsville,,50s,Y
1241,29-Nov-1929,Sea Disaster,KIRIBATI,Phoenix Islands,Nikumaroro Island,"Sea Disaster, wreck of the  SS Norwich City",,Y
1240,21-Nov-1929,Unprovoked,CUBA,Cienfuegos Province,Cienfuegos,Fishing,,N
1239,20-Oct-1929,Unprovoked,AUSTRALIA,Torres Strait,Near Badu Island,Pearl diving,,N
1238,02-Oct-1929,Unprovoked,SPAIN,Valencia,Nasareth Beach,Fishing ,,N
1237,01-Sep-1929,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fell from wharf into water & attacked immediately,42,Y
1236,05-Aug-1929,Unprovoked,USA,South Carolina,Fort Moultrie,Bathing,,N
1235,29-Jul-1929,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,,N
1234,17-Jul-1929,Invalid,CAPE VERDE,Santiago Island,Tarrafal,,,
1233,23-Jun-1929,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,,N
1232,31-May-1929,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,,N
1231,26-Apr-1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trepang,,N
1230,17-Apr-1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trochus,,N
1229,11-Apr-1929,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,19,N
1228,09-Apr-1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,,,Y
1227,04-Apr-1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming between boats,,Y
1226,16-Mar-1929,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,26,N
1225,12-Mar-1929,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,,Y
1224,04-Mar-1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,9,N
1223,04-Mar-1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,12,N
1222,18-Feb-1929,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Body surfing,20,Y
1221,09-Feb-1929,Boating,AUSTRALIA,Western Australia,Glenelg,Canoeing,,N
1220,08-Feb-1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Swimming,39,Y
1219,27-Jan-1929,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,  ,Y
1218,14-Jan-1929,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,,N
1217,12-Jan-1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Body surfing,14,Y
1216,06-Jan-1929,Boating,TURKEY,,San Stefano,Fishing boat,,Y
1215,05-Jan-1929,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,Diving for coins thrown from ship S.S. Moeraki,,Y
1214,1929,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,,
1213,1929,Provoked,AUSTRALIA,South Australia,Ardrossan,"Wading, netting fish",,N
1212,1929,Provoked,USA,Florida,Indian River area,Fishing,,N
1211,1929,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",,,N
1210,1929,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Hardhat diving ,27,N
1209,21-Dec-1928,Unprovoked,AUSTRALIA,,,Pearl diving,,N
1208,18-Nov-1928,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,,N
1207,15-Nov-1928,Boating,INDIA,,,,24,N
1206,12-Nov-1928,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",,Y
1205,04-Nov-1928,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,17,Y
1204,Sep-1928,Unprovoked,USA,Texas,Corpus Christi,Fishing,,N
1203,24-Aug-1928,Invalid,USA,New Jersey,Off shore,,,
1202,11-Jul-1928,Unprovoked,AUSTRALIA,,,Pearl diving,,N
1201,Jul-1928,Provoked,ITALY,Tuscany,Viareggio,Boating,,N
1200,24-Jun-1928,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,,N
1199,27-May-1928,Invalid,INDIA,,,,,
1198,14-Apr-1928,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,,N
1197,14-Apr-1928,Unprovoked,AUSTRALIA,New South Wales,Bondi,Treading water,19,N
1196,09-Apr-1928,Unprovoked,JAMAICA,,"Coal wharf, Port Royal",Diving,,Y
1195,06-Apr-1928,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,15,N
1194,04-Apr-1928,Unprovoked,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",Standing in waist-deep water,28,Y
1193,28-Mar-1928,Unprovoked,AUSTRALIA,Queensland,,,,N
1192,20-Feb-1928,Unprovoked,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",Pearl diving,,Y
1191,Feb-1928,Unprovoked,COSTA RICA,Near Puntarenas,,Swimming,,N
1190,Feb-1928,Unprovoked,COSTA RICA,Near Puntarenas,,Swimming,,N
1189,27-Jan-1928,Unprovoked,AUSTRALIA,Torres Strait,Deliverance Island,Retrieving meat from a cage in the water,78,Y
1188,21-Jan-1928,Invalid,USA,Florida,,Swimming,,
1187,08-Jan-1928,Invalid,USA,Florida,Off Florida coast,Jumped overboard and swimming,,
1186,02-Jan-1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",,,N
1185,Jan-1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Body surfing,18,N
1184,1928,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Standing,25,N
1183,28-Dec-1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,17,Y
1182,03-Nov-1927,Sea Disaster,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",The steamer Tahiti collided with the ferry Greycliffe,,Y
1181,25-Oct-1927,Sea Disaster,BRAZIL,Porto Seguro,90 miles off Albrohos Island,Italian liner Principessa Mafalda sank,,Y
1180,12-Oct-1927,Unprovoked,AUSTRALIA,New South Wales,"Kiah Creek, Eden",Riding horseback across the creek,,N
1179,Oct-1927,Unprovoked,FIJI,,a river,"Standing, collecting bananas",,N
1178,03-Jul-1927,Boating,AUSTRALIA,New South Wales,Bellambi Reef,,,N
1177,29-May-1927,Sea Disaster,PHILIPPINES,Luzon Island,Bondoc Peninsula,Sea disaster,,Y
1176,09-May 1927,Unprovoked,AUSTRALIA,Queensland,Off Cairns,Walking,,Y
1175,20-Apr-1927,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,,N
1174,08-Apr-1927,Unprovoked,AUSTRALIA,Queensland,Near Thursday Island,Pearl diving,,N
1173,11-Mar-1927,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Body surfing / treading water,17,N
1172,14-Feb-1927,Provoked,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Feeling the sharks teeth,,N
1171,09-Feb-1927,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Attempting to rescue drowning man,,N
1170,Feb-1927,Provoked,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",Fishing,70,N
1169,20-Jan-1927,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,Body surfing,,N
1168,08-Jan-1927,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,,N
1167,03-Jan-1927,Unprovoked,AUSTRALIA,New South Wales,"Greys Point, Port Hacking",Swimming,15,Y
1166,1927,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,10,Y
1165,1927,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,,N
1164,02-Dec-1926,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving for trochus,,Y
1163,17-Nov-1926,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,,N
1162,29-Oct-1926,Unprovoked,PAPUA NEW GUINEA,Central Province,Roku Point,Jumped into the water,,Y
1161,23-Oct-1926,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Bathing,17,N
1160,23-Oct-1926,Sea Disaster,BERMUDA,,18 miles southwest of Bermuda ,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,N
1159,06-Sep-1926,Unprovoked,PAPUA NEW GUINEA,,Near Port Moresby,Jumped out of canoe,,Y
1158,24-Aug-1926,Unprovoked,USA,New Jersey,"Seaside, Ocean County",Swimming,18,Y
1157,23-Jul-1926,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,20,Y
1156,12-Jul-1926,Boating,USA,New Jersey,20 miles off Seabright,Fishing,,N
1155,08-Jul-1926,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,15,N
1154,03-Jul-1926,Invalid,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,,
1153,18-May-1926,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,,Y
1152,22-Apr-1926,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Steamship bound from Cape Town to Philadelphia,Fell overboard from SS Ripley Castle,26,N
1151,07-Apr-1926,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,,N
1150,17-Mar-1926,Unprovoked,AUSTRALIA,South Australia,"West Beach, Brighton",Swimming ,,Y
1149,26-Jan-1926,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hamburg,Swimming,,N
1148,Jan-1926,Unprovoked,AUSTRALIA,Victoria,,,,N
1147,1926,Unprovoked,MONACO,Bay of Monaco,,,,Y
1146,1926,Provoked,NEW ZEALAND,Cook Islands,Rarotonga,Shark hoisted on board liner Tahiti,,N
1145,1926,Unprovoked,SINGAPORE,,Sea View Beach,Dived onto shark from floating stage,,Y
1144,1926,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Swimming to mail boat,,UNKNOWN
1143,22-Nov-1925,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Floating on his back,55,Y
1142,Nov-1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,,N
1141,Nov-1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,,N
1140,04-Sep-1925,Provoked,SPAIN,Valencia ,Valencia,Fishing,,N
1139,03-Sep-1925,Unprovoked,ENGLAND,Isle of Wight,Off Shanklin,Fishing,,N
1138,02-Aug-1925,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,,N
1137,15-Jun-1925,Invalid,AUSTRALIA,Western Australia,"Princess Royal Harbor, near King Georges Sound",,,
