Case Number,Date,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Investigator or Source,href formula,original order
1851.00.00,1851-01-01 00:00:00,Unprovoked,Usa,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Hard hat diving,M,3 toes severed,N,"The Perry Chief, 10/16/1875",http://sharkattackfile.net/spreadsheets/pdf_directory/1851.00.00-Cortigan.pdf,277.0
1850.10.21,1850-10-21 00:00:00,Unprovoked,Usa,Hawaii,No Data,Swimming after his hat,M,FATAL,Y,"Polynesian, 10/26/1850",http://sharkattackfile.net/spreadsheets/pdf_directory/1850.10.21-sailor.pdf,276.0
1850.00.00,1850-01-01 00:00:00,Unprovoked,Nicaragua,Lake Nicaragua (fresh water),"Granada, Granada Department",Bathing,M,FATAL,Y,"E. Squier, 1852, vol. 1",http://sharkattackfile.net/spreadsheets/pdf_directory/1850.00.00-LakeNicaragua.pdf,275.0
1849.12.09,1849-12-09 00:00:00,Unprovoked,Australia,New South Wales,Sydney Harbor,No Data,M,FATAL,Y,"T.H. Huxley's Diary, 1935, pp.285-286; G.P. Whitley, p.259",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.12.09-SydneyHarbour.pdf,274.0
1849.12.01,1849-12-01 00:00:00,Unprovoked,Australia,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",Bathing,M,FATAL,Y,"Moreton Bay Courier, 12/15/1849",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.12.01-Sailor.pdf,273.0
1849.10.04,1849-10-04 00:00:00,Unprovoked,Peru,No Data,Tumbez,Swimming,M,FATAL,Y,"Muncie Evening Press, 8/6/1913",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.10.04-Martin.pdf,272.0
1849.09.19,1849-09-19 00:00:00,Unprovoked,Australia,Victoria,Warrnambool,Swimming,M,FATAL,Y,"Maitland Mercury & Hunter River General Advertiser, 10/10/1849",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.09.19-Brother-seaman.pdf,271.0
1849.06.08.b,1849-06-08 00:00:00,Unprovoked,Usa,Florida,"Pensacola, Escambia County",Attempting to rescue woman seized by shark,M,FATAL,Y,"Adams Sentinel, 8/6/1849",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.06.08.b-Mansfield.pdf,270.0
1849.06.08.a,1849-06-08 00:00:00,Unprovoked,Usa,Florida,"Pensacola, Escambia County",Bathing,F,FATAL,Y,"Adams Sentinel, 8/6/1849",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.06.08.a-Cracton.pdf,269.0
1849.01.27,1849-01-27 00:00:00,Provoked,Australia,New South Wales,Sydney,boat capsized,M,Torso bitten but may have been postmortem,N,"Maitland Mercury, 2/3/1849",http://sharkattackfile.net/spreadsheets/pdf_directory/1849.01.27-Elliot.pdf,268.0
1848.08.31,1848-08-31 00:00:00,Unprovoked,Usa,Maryland,Patapsco River,Swimming,M,Left leg severely bitten,N,"Adams Sentinel, 9/4/1848",http://sharkattackfile.net/spreadsheets/pdf_directory/1848.08.31-Haywood.pdf,267.0
1848.07.17.R,1848-07-17 00:00:00,Provoked,Usa,Massachusetts,Cape Cod,No Data,M,Human remains recovered from 4.9 m shark,N,"New Orleans Crescent, 7/17/1858",http://sharkattackfile.net/spreadsheets/pdf_directory/1848.07.17.R-CapeCod.pdf,266.0
1848.07.00,1848-07-01 00:00:00,Unprovoked,England,Norfolk,Hunstanton,Standing,M,Shark struck him with its tail,N,"C. Moore, citing R. Peirce",http://sharkattackfile.net/spreadsheets/pdf_directory/1848.07.00-Hunstanton.pdf,265.0
1847.11.30,1847-11-30 00:00:00,Unprovoked,Australia,Queensland,Brisbane River,Swimming,M,Thigh & calf bitten,N,"Moreton Bay Courier, 12.4/1847",http://sharkattackfile.net/spreadsheets/pdf_directory/1847.11.30-Stewart.pdf,264.0
1847.09.10,1847-09-10 00:00:00,Unprovoked,Usa,Massachusetts,"Chelsea Beach, Suffolk County",Wading,M,Lacerations to arm,N,Louisville Daily Courier. 9/16/1847 ,http://sharkattackfile.net/spreadsheets/pdf_directory/1847.09.10-Thompson.pdf,263.0
1847.07.19,1847-07-19 00:00:00,Unprovoked,Greece,Corfu,Off the harbor wall at Mandrakina,Swimming,M,FATAL,Y,I. Fergusson; A. Buttigieg; M. Bardanis,http://sharkattackfile.net/spreadsheets/pdf_directory/1847.07.19-Mills.pdf,262.0
1847.07.03.R,1847-07-03 00:00:00,Unprovoked,Usa,Hawaii,No Data,Hilo,M,Head & arm bitten,N,"Polynesian, 7/3/1847",http://sharkattackfile.net/spreadsheets/pdf_directory/1847.07.03.R-Hilo.pdf,261.0
1847.03.11,1847-03-11 00:00:00,Unprovoked,Australia,Queensland,Moreton Bay,Wreck of the Sovereign,M,Foot severed,N,"The Queenslander, 3/12/1921",http://sharkattackfile.net/spreadsheets/pdf_directory/1847.03.11-Spicer.pdf,260.0
1847.02.12,1847-02-12 00:00:00,Unprovoked,Mexico,No Data,No Data,Wreck of the Tweed,No Data,FATAL,Y,"The Guardian, 3/26/1858",http://sharkattackfile.net/spreadsheets/pdf_directory/1847.02.12-Tweed.pdf,259.0
1847.00.00.c, in 1847,Unprovoked,Australia,Queensland,Moreton Bay,No Data,No Data,Foot severed at ankle joint,N,Narrative of the Voyage of HMS Rattlesnake 1846-1850,http://sharkattackfile.net/spreadsheets/pdf_directory/1847.00.00.c-HMS-Rattlesnake.pdf,258.0
1847.00.00.b,1847-01-01 00:00:00,Provoked,Usa,South Carolina,"Charleston Harbor, Charleston County",Swimming,M,"Disappeared, thought to have been taken by a shark",N,"W.H. Gregg, pp. 21-22",http://sharkattackfile.net/spreadsheets/pdf_directory/1847.00.00.b-sailor.pdf,257.0
1847.00.00.a,Ca. 1847,Unprovoked,Usa,South Carolina,No Data,Boating,M,Hand severed,N,"W.H. Greg, p.21",http://sharkattackfile.net/spreadsheets/pdf_directory/1847.00.00.a-SouthCarolina.pdf,256.0
1846.12.08,1846-12-08 00:00:00,Unprovoked,Mexico,Veracruz,Vera Cruz,Wreck of the USS Somers,M,"FATAL, some were taken by sharks",Y,"Report of the loss of the Somers, J.H.W.",http://sharkattackfile.net/spreadsheets/pdf_directory/1846.12.08-Somers.pdf,255.0
1846.09.30.R,1846-09-30 00:00:00,Unprovoked,Africa,No Data,No Data,Jumped into river,M,FATAL,Y,"Hartford Courant, 9/30/1846",http://sharkattackfile.net/spreadsheets/pdf_directory/1846.08.30.R-Marryatt.pdf,254.0
1846.08.20.R,1846-08-20 00:00:00,Unprovoked,Cuba,Havana Province,Havana Harbor,Bathing,M,Leg severed,N,"New York Tribune, 9/2/1846",http://sharkattackfile.net/spreadsheets/pdf_directory/1846.08.20.R-Havana.pdf,253.0
1845.12.26,1845-12-26 00:00:00,Unprovoked,Australia,New South Wales,Newcastle ,Fishing,M,FATAL,Y,The Maitland Mercury & Hunter River General Advertiser 11/18/1893,http://sharkattackfile.net/spreadsheets/pdf_directory/1845.12.26-Williams.pdf,252.0
1845.11.04,1845-11-04 00:00:00,Unprovoked,Mexico,Vera Cruz,Vera Cruz,Bathing,M,FATAL,Y,"New York Tribune, 12/15/1845",http://sharkattackfile.net/spreadsheets/pdf_directory/1845.11.04-VeraCruz.pdf,251.0
1845.09.16.R,1845-09-16 00:00:00,Unprovoked,England,No Data,No Data,No Data,M,Leg severed,N,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1845.09.16.R-England.pdf,250.0
1845.09.10.R,1845-09-10 00:00:00,Unprovoked,Usa,Florida,"Pensacola Bay, Escambia County",Seine netting,M,FATAL,Y,"Tioga Eagle, 9/10/1845",http://sharkattackfile.net/spreadsheets/pdf_directory/1845.09.10.R-Nickerson.pdf,249.0
1845.07.31.R,1845-07-31 00:00:00,Unprovoked,Usa,Florida,"Pensacola Bay, Escambia County",Fell overboard,M,FATAL,Y,"Times-Picayune, 7/31/1845",http://sharkattackfile.net/spreadsheets/pdf_directory/1845.07.31.R-sailor.pdf,248.0
1845.00.00.R,1845-01-01 00:00:00,Unprovoked,Sierra leone,No Data,No Data,No Data,M,FATAL,Y,Journal of an African Cruiser,http://sharkattackfile.net/spreadsheets/pdf_directory/1845.00.00.R-SierraLeone.pdf,247.0
1844.07.20.,1844-07-20 00:00:00,Unprovoked,Namibia,No Data,No Data,Boat capsized,M,FATAL,Y,"Colonial Times, 5/24/1845",http://sharkattackfile.net/spreadsheets/pdf_directory/1844.07.20-Isis-seaman.pdf,246.0
1844.07.16.R,1844.07.16.R,Unprovoked,Algeria,No Data,Cape Matifou,Swimming,M,FATAL,Y,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1844.07.16.R-Algeria.pdf,245.0
1844.05.24,1844-05-24 00:00:00,Unprovoked,Coast of africa,Island of St. Thomas,No Data,Fell overboard,M,FATAL,Y,"Tioga Eagle, 7/31/1844 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1844.05.24-Saratoga.pdf,244.0
1844.00.00,1844-01-01 00:00:00,Unprovoked,Madagascar,No Data,No Data,Fell overboard,M,FATAL,Y,GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1844.00.00-Andrews.pdf,243.0
1842.07.13,1842-07-13 00:00:00,Unprovoked,Usa,New Jersey,"Absecon, Atlantic County",Swimming,M,Lacerations to leg,N,"Brooklyn Evening Star, 7/14/1842 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1842.07.13-Absecom.pdf,242.0
1842.07.06,1842-07-06 00:00:00,Provoked,Usa,New Jersey,"Absecon, Atlantic County",Harassing a shark,No Data,Lacerations to leg  PROVOKED INCIDENT,N,"New York Evening Post, 7/11/1842",http://sharkattackfile.net/spreadsheets/pdf_directory/1842.07.06-Absecon.pdf,241.0
1842.00.00.b,1842-01-01 00:00:00,Unprovoked,India,Tamil Nadu, Chennai (formerly Madras),Washed off catamaran in the surf,M,FATAL,Y,"Tioga Eagle, 10/26/1842",http://sharkattackfile.net/spreadsheets/pdf_directory/1842.00.00.b-Hindoo.pdf,240.0
1842.00.00.a,1842-01-01 00:00:00,Unprovoked,Australia,New South Wales,Sydney Harbor,"Unknown, but it was said to be the ""First known attack in Sydney Harbour""",M,Recovered,N,"V.M. Coppleson (1933), p.450",http://sharkattackfile.net/spreadsheets/pdf_directory/1842.00.00.a-1st-SydneyHarbour.pdf,239.0
1841.03.27,1841-03-27 00:00:00,Unprovoked,Australia,New South Wales,"Cockatoo Island, Sydney",Bathing,M,FATAL,Y,"Sydney Gazette, 4/27/1841",http://sharkattackfile.net/spreadsheets/pdf_directory/1841.03.27-Goggin.pdf,238.0
1840.12.00,1840-12-01 00:00:00,Unprovoked,Australia,New South Wales,"Off Domain, Sydney Harbor",Swimming,M,FATAL,Y,"G.P. Whitley, p.259; L. Schultz & M. Malin, p.523",http://sharkattackfile.net/spreadsheets/pdf_directory/1840.12.00 - Domain.pdf,237.0
1840.09.18.R,1840-09-18 00:00:00,Unprovoked,Fiji,Viti Levu Island,Rewa ,No Data,M,Arms & legs severed,N,"Hobart Town Courier, 9/18/1840",http://sharkattackfile.net/spreadsheets/pdf_directory/1840.09.18.R-Fiji.pdf,236.0
1840.07.22.R,1840-07-22 00:00:00,Unprovoked,Usa,South Carolina,"Charleston Harbor, Charleston County",Accidentally thrown overboard & treading water while awaiting rescue,M,"FATAL, body was not recovered",Y,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1840.07.22.R-pilot.pdf,235.0
1840.04.09.R,1840-04-09 00:00:00,Unprovoked,West indies,No Data,No Data,Swimming,M,FATAL,Y,"Long-Island Star, 4/9/1840",http://sharkattackfile.net/spreadsheets/pdf_directory/1840.04.09.R-A.pdf,234.0
1840.02.00,1840-02-01 00:00:00,Provoked,Australia,Tasmania,George Town Cove,Sailing,No Data,"No injury to occupant, shark seized stern post",N,"C. Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1840.02.00-dinghy.pdf,233.0
1839.11.17,1839-11-17 00:00:00,Provoked,Australia,New South Wales,No Data,No Data,M,"""Drowned, 2 days later his head was bitten off by a shark""",N,"H.D. Baldridge, p.146",http://sharkattackfile.net/spreadsheets/pdf_directory/1839.11.17-Johnson.pdf,232.0
1839.04.14,1839-04-14 00:00:00,Unprovoked,Cuba,Matanzas Province (north coast),Matanzas,Sitting on gunwale of boat,M,FATAL,Y,"Daily Courant, 5/31/1839",http://sharkattackfile.net/spreadsheets/pdf_directory/1839.04.14-Matanzas.pdf,231.0
1839.00.00.b,1839/1840,Unprovoked,Australia,South Australia,"Horn Point, Lady's Bay",Attempting to rescue crew after whale upset their boat,M,FATAL,Y,"G. Dunderdale, The Book of the Bush",http://sharkattackfile.net/spreadsheets/pdf_directory/1839.00.00.b-Wishart.pdf,230.0
1839.00.00.a,Ca. 1839,Unprovoked,Fiji,Viti Levu Island,Rewa ,No Data,M,Survived,N,J. Garrett; T. Kanailagi,http://sharkattackfile.net/spreadsheets/pdf_directory/1839.00.00.a-Pulu.pdf,229.0
1837.09.03,1837-09-09 00:00:00,Unprovoked,Usa,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",Bathing,M,Right foot bittten,N,"C. Creswell, GSAF; J. Hair, pp.65-66",http://sharkattackfile.net/spreadsheets/pdf_directory/1837.09.03-Plymouth-boy.pdf,228.0
1837.07.00,1837-07-01 00:00:00,Unprovoked,Usa,New York,New York,Bathing,M,Leg injured,N,"Public Ledger, 7.13/1837",http://sharkattackfile.net/spreadsheets/pdf_directory/1837.07.00-Barony.pdf,227.0
1837.01.17,1837-01-17 00:00:00,Unprovoked,Australia,New South Wales,Macleay River,Washing his feet,M,"FATAL     Injured by shark, died of tetanus",Y,"Gazette (Sydney) 1/31/1837; Proc. Royal Aust. Hist. Scty, I, Part 2, 1924; G.P. Whitley, p.14; Sharpe, p. 87",http://sharkattackfile.net/spreadsheets/pdf_directory/1837.01.17-Howe.pdf,226.0
1837.00.00.a,Ca. 1837,Provoked,Usa,South Carolina,Southern Wharf,No Data,M,7.6 m [25'] shark caught contained human remains,N,W. H. Gregg,http://sharkattackfile.net/spreadsheets/pdf_directory/1837.00.00.a-remains.pdf,225.0
1836.08.19.R,1836-08-19 00:00:00,Unprovoked,England,Cumberland,Whitehaven,Swimming,M,FATAL,Y,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1835.08.19.R-Whitehaven.pdf,224.0
1836.07.26.R,1836.07.26.R,Provoked,Spain,No Data,No Data,No Data,No Data,"Shark caught, contained human remains",N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1836.07.26.R-Spain.pdf,223.0
1836.00.00.a,1836.00.,Unprovoked,Australia,South Australia,No Data,No Data,No Data,"No details, it was the year the first settlers came ashore in Holdfast Bay, Port Pirie",N,"A. Sharpe, p.119",http://sharkattackfile.net/spreadsheets/pdf_directory/1836.00.00.a-HoldfastBay.pdf,222.0
1835.02.21.R,1835-02-21 00:00:00,Unprovoked,Vanuatu,Sanma Province,"Bay of Yago, Espiritu Santo Island",Bathing,M,FATAL,Y,"Sydney Gazette, 2/21/1835",http://sharkattackfile.net/spreadsheets/pdf_directory/1835.02.21.R-McKeig.pdf,221.0
1835.01.06,1835-01-06 00:00:00,Unprovoked,Tasman sea,35º39 : 165º8',Alongside the whaler Marianne,Hooking into a whale,M,"""Savagely bitten"" but apparently survived",N,"G.P. Whitley, p. 259",http://sharkattackfile.net/spreadsheets/pdf_directory/1835.01.06-Whaler.pdf,220.0
1834.07.15.R,1834-07-15 00:00:00,Unprovoked,French polynesia,Society Islands,Tahiti,Swimming,F,FATAL,Y,"Republican Banner, 7/15/1834",http://sharkattackfile.net/spreadsheets/pdf_directory/1834.07.15.R-Tahiti.pdf,219.0
1832.06.04,1832-06-04 00:00:00,Unprovoked,Australia,New South Wales,"South Head, Sydney",Fishing,F,Leg severed,N,"Sydney Herald, 6/11/1832",http://sharkattackfile.net/spreadsheets/pdf_directory/1832.06.04-AboriginalWoman.pdf,218.0
1832.01.23.R,1832-01-23 00:00:00,Unprovoked,Australia,New South Wales,Sydney,Bathing,M,Laceration to leg,N,"Sydney Herald, 1/23/1832",http://sharkattackfile.net/spreadsheets/pdf_directory/1832.01.23.R-Wilshire-slaughter-house.pdf,217.0
1831.08.24,1831-08-24 00:00:00,Provoked,Usa,CUBA,Near Havana,American schooner Orator capsized  ,M,FATAL,Y,"New York Evening Post, 9/14/1831",http://sharkattackfile.net/spreadsheets/pdf_directory/1831.08.24-Orator.pdf,216.0
1831.01.22.R,1831-01-22 00:00:00,Provoked,Australia,Tasmania,Hobart,"Boat capsized, clinging to line",M,"Drowned, no shark involvement",N,"C. Black, GSAF; Sydney Gazette, 1/22/1831",http://sharkattackfile.net/spreadsheets/pdf_directory/1831.01.22.R-Dudlow.pdf,215.0
1830.07.26,1830-07-26 00:00:00,Unprovoked,Usa,Massachusetts,"Swampscott, Essex County","Fishing from dory, shark upset boat & he fell into the water",M,FATAL,Y,"Huron Sun, 8/3/1830",http://sharkattackfile.net/spreadsheets/pdf_directory/1830.07.26-JosephBlaney.pdf,214.0
1830.07.02.R,1830-07-02 00:00:00,Unprovoked,India,Tamil Nadu,Madras,Washing a dog,M,FATAL,Y,"Madras Courier, 7/2/1830",http://sharkattackfile.net/spreadsheets/pdf_directory/1830.07.02.R-Madras.pdf,213.0
1830.04.30,1830-04-30 00:00:00,Unprovoked,India,Tamil Nadu,St. Thomé,Bathing,M,FATAL,Y,"Madras Gazette, 5/1/1830",http://sharkattackfile.net/spreadsheets/pdf_directory/1830.04.30-Bromwick.pdf,212.0
1830.04.22.R,1830-04-22 00:00:00,Unprovoked,No Data,No Data,No Data,No Data,M,FATAL,Y,"The Torchlight & Public Advertiser, 4/22/1830",http://sharkattackfile.net/spreadsheets/pdf_directory/1830.04.22.R-Jose.pdf,211.0
1829.07.03.R,1829-07-03 00:00:00,Unprovoked,Sierra leone,Western Area,No Data,No Data,M,Both hands severed,N,"Hagerstown Mail, 7/3/1829",http://sharkattackfile.net/spreadsheets/pdf_directory/1829.07.03.R-Cargill.pdf,210.0
1829.06.10,1829-06-10 00:00:00,Unprovoked,Usa,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",Fell overboard from the ship Gem,M,FATAL,Y,"The Evening Post, 6/12/1829",http://sharkattackfile.net/spreadsheets/pdf_directory/1829.06.10-Gem.pdf,209.0
1829.00.00,1829-01-01 00:00:00,Unprovoked,Caribbean sea,No Data,Between St. Bart's and Saba,Wreck of the schooner Driver,M,FATAL x 2,Y,"The Times, 12/14/1829",http://sharkattackfile.net/spreadsheets/pdf_directory/1829.00.00-Ned-Pawn.pdf,208.0
1828.09.28,1828-09-28 00:00:00,Unprovoked,Sierra leone,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown","British ship, Britannia,  was loading lumber. He was bathing",M,"Left arm severed 2.5"" from elbow, groin, abdomen, right forearm & hand lacerated, flesh removed from thigh, baring femur. Both arms surgically amputated: left arm above elbow, right arm above wrist. Survived",N,Account by J. Boyle,http://sharkattackfile.net/spreadsheets/pdf_directory/1828.09.28-Corrigle.pdf,207.0
1828.00.00,1828-01-01 00:00:00,Unprovoked,Usa,Hawaii,"Uo, Lahaina, Maui",Surfing,M,FATAL,Y,"J. Borg, p.68; L. Taylor (1993), pp.94-95",http://sharkattackfile.net/spreadsheets/pdf_directory/1828.00.00-male.pdf,206.0
1827.06.00.b,1827-06-01 00:00:00,Unprovoked,Sierra leone,Western Area ,Tombo Island in the Sierra Leone River,Swimming,M,The boy's foot was bitten,N,Edinburgh Advertiser. 9/12/1828,http://sharkattackfile.net/spreadsheets/pdf_directory/1827.06.00.b-boy-crew-Gelston.pdf,205.0
1827.06.00.a,1827-06-01 00:00:00,Unprovoked,Sierra leone,Western Area ,Tombo Island in the Sierra Leone River,Swimming,M,Davis' leg was severed,N,Edinburgh Advertiser. 9/12/1828,http://sharkattackfile.net/spreadsheets/pdf_directory/1827.06.00.a-Davis.pdf,204.0
1827.00.00,1827-01-01 00:00:00,Unprovoked,Egypt,No Data,Alexandria,No Data,M,Remains of the men were recovered from a +17-foot shark,Y,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1827.00.00-Alexandria.pdf,203.0
1826.12.00,1826-12-01 00:00:00,Unprovoked,Brazil,Paraiba,Paraiba,No Data,M,Leg severed,N,Book of the Ocean,http://sharkattackfile.net/spreadsheets/pdf_directory/1826.12.00-seaman-Beverly.pdf,202.0
1826.11.00,Ca. Nov-1826,Unprovoked,Ghana,Cape Coast,No Data,Bathing,M,FATAL,Y,"Sydney Gazette and New South Wales Advertiser, 7/25/1827 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1826.11.00-seaman-Redwing.pdf,201.0
1826.08.28,1826-08-28 00:00:00,Unprovoked,Cuba,No Data,No Data,HBM Magpie foundered in a squall,M,FATAL ,Y,Edinburgh Advertiser. 10/20/1826,http://sharkattackfile.net/spreadsheets/pdf_directory/1826.08.28-Smith.pdf,200.0
1826.08.15.R,1826-08-15 00:00:00,Unprovoked,England,Cumberland,Whitehaven,Bathing,No Data,FATAL,N,"The Times (London), 8/15/1826",http://sharkattackfile.net/spreadsheets/pdf_directory/1826.08.15.R-Whitehaven.pdf,199.0
1826.05.20.R,1826-05-20 00:00:00,Unprovoked,Jamaica,No Data,No Data,Jumped overboard,M,FATAL,Y,"The Times, 7/19/1826",http://sharkattackfile.net/spreadsheets/pdf_directory/1826.05.20.R-Loring.pdf,198.0
1825.00.00.b,1820s,Unprovoked,Australia,Tasmania,"Sweet Water Point, Pitt Water",Swimming,M,FATAL,Y,"C. Black, GSAF, G.T. Lloyd, pp.79-81; C. Black pp. 142-147",http://sharkattackfile.net/spreadsheets/pdf_directory/1825.00.00.b-AmphibiousJack.pdf,197.0
1825.00.00,Ca . 1825,Provoked,Australia,Western Australia,South Bruny Island,No Data,M,"Arms severed, but he survived",N,"C. Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1825.00.00.a-Nelson.pdf,196.0
1823.12.30.R,1823-12-30 00:00:00,Provoked,Jamaica,No Data,No Data,No Data,No Data,Human remains found in shark,N,No Data,http://sharkattackfile.net/spreadsheets/pdf_directory/1823.12.30.R-Jamaica.pdf,195.0
1822.04.15,1822-04-15 00:00:00,Unprovoked,Nigeria,Rivers State,Bonny River,No Data,No Data,FATAL,Y,"Times of London, 8/5/1822, p. 2",http://sharkattackfile.net/spreadsheets/pdf_directory/1822.04.15-Slaver.pdf,194.0
1819.07.08.R,1819-07-08 00:00:00,Provoked,Spain,No Data,Cadiz,No Data,M,No injury / No attack,N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1819.07.08.R-Cadiz.pdf,193.0
1818.05.22.R,1818-05-22 00:00:00,Provoked,Norway,No Data,Herøy,No Data,M,Probable drowning ,N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1818.05.22.R-Norway.pdf,192.0
1817.06.24,1817-06-24 00:00:00,Unprovoked,Usa,South Carolina,"Charleston Harbor, Charleston County",Swimming,M,FATAL,Y,"The Times, 6/25/1817",http://sharkattackfile.net/spreadsheets/pdf_directory/1817.06.24-Jemmy.pdf,191.0
1817.06.15,1817-06-15 00:00:00,Unprovoked,India,Maharashtra,Bombay (now Mumbai),Swimming,M,FATAL,Y,Edinburgh Advertiser. 2/3/1818,http://sharkattackfile.net/spreadsheets/pdf_directory/1817.06.15-Anderson.pdf,190.0
